,Date,Time,Location,Operator,Flight #,Route,AC Type,Aboard,Fatalities,Ground,Year,AC mfr,Departure,Arrival
958,1947-03-17,0805,"Near Medellin, Colombia",taca,?,"Medellin, Colombia - San Jose, Costa Rica",Lockheed 18 Lodestar,8.0,8.0,0,1947,lockheed,"Medellin, Colombia","San Jose, Costa Rica"
959,1947-03-18,?,"Negombo, Sri Lanka",military,?,Negombo - Northolt,Avro York C1,15.0,11.0,0,1947,avro,Negombo,Northolt
960,1947-04-08,1030,"Near Caracas, Venezuela",linea aeropostal venezolana,?,Cumana - Caracas,Douglas C-47A,27.0,27.0,0,1947,douglas,Cumana,Caracas
961,1947-04-13,0240,"Off Dakar, Senegal",british south american airways,?,Lisbon - Dakar,Avro 685 York I,15.0,6.0,0,1947,avro,Lisbon,Dakar
962,1947-04-22,1040,"Columbus, Georgia",delta airlines,?,Macon - Columbus,Douglas DC-3 (C-47DL) /Vultee BT-13,10.0,10.0,0,1947,douglas,Macon,Columbus
963,1947-04-28,2313,"Near Vancouver, British Columbia, Canada",trans canada airlines,3,Lethbridge - Vancouver,Lockheed 18 Loadstar,15.0,15.0,0,1947,lockheed,Lethbridge,Vancouver
964,1947-05-04,?,"Near Nicoya, Guanacaste, Costa Rica",taca,?,Nicoya - San Jose,Lockheed 18 Loadstar,11.0,11.0,0,1947,lockheed,Nicoya,San Jose
965,1947-05-11,0939,"Delaware Bay, New Jersey",trans continental and western air,?,Training,Lockheed L-049 Constellation,4.0,4.0,0,1947,lockheed,?,?
966,1947-05-16,1625,"Near Khabarovsk, Russia",aeroflot,?,Nikolayevsk-on-Amur - Khabarovsk,Douglas DC-47,22.0,22.0,0,1947,douglas,Nikolayevsk-on-Amur,Khabarovsk
967,1947-05-29,1905,"La Guardia Airport, Queens, New York",united airlines,521,New York City - Cleveland,Douglas C-54B,48.0,43.0,0,1947,douglas,New York City,Cleveland
968,1947-05-29,2245,"Atsugi, Japan",military,?,Seoul - Tachikawa,Douglas C-54D-DC (DC-4),40.0,40.0,0,1947,douglas,Seoul,Tachikawa
969,1947-05-29,1248,"Hjedinsfjordur, Iceland",flugefelag,?,Reykjavík - Akureyri,Douglas DC-3,25.0,25.0,0,1947,douglas,Reykjavík,Akureyri
970,1947-05-30,1741,"Port Deposit, Maryland",eastern airlines,605,Newark - Baltimore - Miami,Douglas C-54B-15-DO,53.0,53.0,0,1947,douglas,Newark,Miami
971,1947-06-04,2300,"Near Gemenos, France",air france,?,Marseille - Lyon,Junkers Ju-52,2.0,2.0,0,1947,junkers,Marseille,Lyon
972,1947-06-11,2307,"Near Natal, Brazil",flota aérea mercante argentina,?,Buenos Aires - Natal - London,Avro 691 Lancastrian,18.0,5.0,0,1947,avro,Buenos Aires,London
973,1947-06-13,1816,"Leesburg, Virginia",pennsylvania central airlines,410,Pittsburgh - Washington D.C.,Douglas DC-4 (C-54-DO),50.0,50.0,0,1947,douglas,Pittsburgh,Washington D.C.
974,1947-06-19,2340,"Al Mayadin, Syria",pan american world airways,121,Karachi - Istanbul,Lockheed 049-46-21 Constellation,36.0,14.0,0,1947,lockheed,Karachi,Istanbul
975,1947-06-21,?,"Black Sea, Gulf of Karkinitsky",aeroflot,?,?,Li-2,29.0,8.0,0,1947,li-2,?,?
976,1947-07-01,?,"Near Eaeka, French Cameroons",air france,?,Bangu i- Yaoundé - Douala,Junkers JU-52/3m,13.0,13.0,0,1947,junkers,Bangu i- Yaoundé,Douala
977,1947-07-13,0430,"Melbourne, Florida",burke air transport,?,Newark - Miami,Douglas DC-3,36.0,14.0,0,1947,douglas,Newark,Miami
978,1947-07-15,?,"Vichy ,France",aero cargo,?,Paris - Vichy,Junkers Ju-52/3m,19.0,1.0,0,1947,junkers,Paris,Vichy
979,1947-07-16,2240,"Az-Zubair, Iran",british overseas airways,?,Cairo - Basrah,Avro 685 York,6.0,6.0,0,1947,avro,Cairo,Basrah
980,1947-07-25,?,"Moron, Argentina",flota aérea mercante argentina,?,Test flight,Avro 685 York I,6.0,2.0,2,1947,avro,?,?
981,1947-07-31,?,"Near Yumen, China",military,?,Tihua - Lanzhou,Douglas C-47,26.0,26.0,0,1947,douglas,Tihua,Lanzhou
982,1947-08-02,1740,"Andes, Argentina",british south american airways,?,Buenos Aires - Santiago,Avro 691 Lancastrian 3,11.0,11.0,0,1947,avro,Buenos Aires,Santiago
983,1947-08-06,?,North Pacific Ocean,military,?,Kodiak - Dutch Harbor,Consolidated PBY-5A Catalina,20.0,20.0,0,1947,consolidated,Kodiak,Dutch Harbor
984,1947-08-08,1849,"New York, New York",american airlines,?,New York - Buffalo,Douglas DC-3C,5.0,3.0,0,1947,douglas,New York,Buffalo
985,1947-08-09,?,"Malmo, Sweden",ab aerotransport,?,Amsterdam - Malmo,Douglas DC-3F,5.0,1.0,0,1947,douglas,Amsterdam,Malmo
986,1947-08-13,?,"Bucharest, Romania",transporturile aeriene romano-sovietice,?,Constanta - Bucharest,Lisunov Li-2,8.0,3.0,0,1947,lisunov,Constanta,Bucharest
987,1947-08-21,0611,"Hanksville, Utah",slick airways,?,?,Curtiss C-46E,3.0,3.0,0,1947,curtiss,?,?
988,1947-08-23,0400,"Bahrain, Persian Gulf",british overseas airways,?,Karachi - Bahrain,Short Sandringham 5 (flying boat),26.0,10.0,0,1947,short,Karachi,Bahrain
989,1947-08-28,0900,"Harsiad, Norway",norwegian airlines,?,Tromso - Oslo,Short Sandringham (flying boat),35.0,35.0,0,1947,short,Tromso,Oslo
990,1947-10-08,0755,"Near El Paso, Texas",american airlines,311,New York City - Dallas - Los Angeles,Douglas DC-4,54.0,0.0,0,1947,douglas,New York City,Los Angeles
991,1947-10-14,1004,"Ocean, 800 miles east of Newfoundland",american international airways,?,"Foynes, Ireland - Botwood, Newfoundland - New York",Boeing 314A,69.0,0.0,0,1947,boeing,"Foynes, Ireland",New York
992,1947-10-16,1450,"Off Cartegena, Spain",societe aerienne du littoral,?,Marseille - Oran,Bristol 170 Freighter I,43.0,41.0,0,1947,bristol,Marseille,Oran
993,1947-10-16,?,"Sylva, North Carolina",stratofreight,?,"Charlotte, NC - Gainsville, GA",Douglas DC-3,3.0,3.0,0,1947,douglas,"Charlotte, NC","Gainsville, GA"
994,1947-10-24,1229,"Bryce Canyon, Utah",united airlines,608,Los Angeles - New York City,Douglas DC-6,53.0,53.0,0,1947,douglas,Los Angeles,New York City
995,1947-10-26,1930,"Near Mt. Hymettus, Greece",ab aerotransport,1629,Istanbul-Athens-Rome-Geneve-Copenhagen-Stockholm,Douglas DC-4-1009,44.0,44.0,0,1947,douglas,Istanbul-Athens-Rome-Geneve-Copenhagen-Stockholm,Istanbul-Athens-Rome-Geneve-Copenhagen-Stockholm
996,1947-10-26,1345,"Annette Island, Alaska",pan american world airways,923,Seattle - Juneau,Douglas DC-4A,18.0,18.0,0,1947,douglas,Seattle,Juneau
997,1947-10-31,?,"Near Srinagar, India",military,?,?,Douglas C-47B,25.0,25.0,0,1947,douglas,?,?
998,1947-11-02,?,"Off Barrio Rizal, Philippines",philippine air express,?,?,Douglas DC-3,5.0,5.0,0,1947,douglas,?,?
999,1947-11-11,?,"Gallup, New Mexico",american airlines,10,San Francisco - Chicago - New York,Douglas DC-6,25.0,0.0,0,1947,douglas,San Francisco,New York
1000,1947-11-13,?,"Near Bouchox, France",société auxiliare de navigation aérienne,?,?,Junkers Ju-52/3m,2.0,2.0,0,1947,junkers,?,?
1001,1947-11-18,1300,"Newcastle, Delaware",trans continental and western air,?,Training,Lockheed L-049-46-26 Constellation,5.0,5.0,0,1947,lockheed,?,?
1002,1947-11-18,1500,"Ravello, Italy",trafik-turist-transportflyg,?,Catania - Rome,Bristol 170 Freighter XI,25.0,20.0,0,1947,bristol,Catania,Rome
1003,1947-11-21,1800,"Phouznicie, Romania",tars,?,Bucurest - Prague,Lisunov Li-2,26.0,13.0,0,1947,lisunov,Bucurest,Prague
1004,1947-11-27,?,?,china national aviation corporation,?,?,Douglas DC-3,3.0,2.0,0,1947,douglas,?,?
1005,1947-11-27,?,"Yakutat, Alaska",columbia air cargo,?,Fairbanks - Yakutat,Douglas DC-3C,13.0,13.0,0,1947,douglas,Fairbanks,Yakutat
1006,1947-11-27,0420,"Montenegrin Mountains, Yugoslavia",jat yugoslav airlines,?,Zagreb - Titograd,Lisunov LI-2,22.0,22.0,0,1947,lisunov,Zagreb,Titograd
1007,1947-11-28,1410,"Near Trappa, Italy",military,?,?,Douglas C-47B,20.0,20.0,0,1947,douglas,?,?
1008,1947-11-30,1425,"Seattle, Washington",alaska airlines,009,Anchorage - Seattle,Douglas C-54A,28.0,8.0,1,1947,douglas,Anchorage,Seattle
1009,1947-12-10,0020,"Near Goose Bay, Labrador",military,?,"Goose Bay - Westover Field, MS",Douglas C-54D-DC (DC-4),29.0,23.0,0,1947,douglas,Goose Bay,"Westover Field, MS"
1010,1947-12-11,1810,"Near Memphis, Tennessee",military,?,El Paso - Memphis,Douglas C-47-DK,20.0,20.0,0,1947,douglas,El Paso,Memphis
1011,1947-12-18,0930,"Krasnoyarsk, Russia",aeroflot,6,Krasnoyarsk - Omsk,Ilyushin IL-12,25.0,9.0,0,1947,ilyushin,Krasnoyarsk,Omsk
1012,1947-12-23,?,"Kunming, China",air transport,?,?,Short S-29 Stirling V,30.0,25.0,0,1947,short,?,?
1013,1947-12-27,?,"Korangi Creek, India",air india,?,Karachi - Bombay,Douglas DC-3 (C-47),23.0,23.0,0,1947,douglas,Karachi,Bombay
1014,1947-12-28,?,"Leon, Mexico",servicio aéreo panini,?,Dorango - Leon - Mexico City,Douglas DC-2-172,10.0,5.0,3,1947,douglas,Dorango,Mexico City
1015,1948-01-06,1930,"Paris, France",air france,?,Brussels - Paris,Douglas DC-3D,16.0,16.0,0,1948,douglas,Brussels,Paris
1016,1948-01-06,?,"Ruislip, England",british european airways,?,Renfrew - Northolt,Vickers 610 Viking 1B,18.0,1.0,0,1948,vickers,Renfrew,Northolt
1017,1948-01-07,0745,"Near Savannah, Georgia",coastal airlines,?,Charlston - Savannah,Douglas DC-3,27.0,18.0,0,1948,douglas,Charlston,Savannah
1018,1948-01-08,?,"Near Palestro, Algeria",transport comp. algerienne de t.a.,?,Algiers - Biskra,Douglas DC-3,9.0,9.0,0,1948,douglas,Algiers,Biskra
1019,1948-01-11,?,"Ciudad Havajillo, Dominican Republic",dominicana,?,Santa Cruz de Barahona - Santiago de los Caballeros,Douglas DC-3,32.0,32.0,0,1948,douglas,Santa Cruz de Barahona,Santiago de los Caballeros
1020,1948-01-13,0436,"Oxon Hill, Maryland",eastern airlines,572,Atlanta - Washington D.C.,Douglas DC-3-201F,9.0,5.0,0,1948,douglas,Atlanta,Washington D.C.
1021,1948-01-20,?,"Near Mukden, China",china national aviation corporation,?,?,Curtiss C-46,54.0,11.0,0,1948,curtiss,?,?
1022,1948-01-28,1050,"Diablo Mts., California",airline transport carriers,?,Burbank - Oakland,Douglas DC-3 (C-47B-DK),32.0,32.0,0,1948,douglas,Burbank,Oakland
1023,1948-01-30,0300,"Atlantic Ocean, NE of Bermuda",british south american airways,?,London - Havana,Avro 688 Tudor I,31.0,31.0,0,1948,avro,London,Havana
1024,1948-02-07,1327,"Off Jacksonville, Florida",eastern airlines,611,Boston- NY-West Palm Beach- Miami,Lockheed L-649 Constellation,69.0,1.0,0,1948,lockheed,Boston- NY-West Palm Beach- Miami,Miami
1025,1948-02-10,1630,"Near Padalarang, Indonesia",klm royal dutch airlines,?,Bandung - Jakarta - Banjoemans - Semarang,Douglas DC-3,19.0,19.0,0,1948,douglas,Bandung,Semarang
1026,1948-02-12,1325,"Ubrichstein, Germany",det danske luftfartselskab,?,Giessen - Bad Homberg,Douglas DC-3,21.0,12.0,0,1948,douglas,Giessen,Bad Homberg
1027,1948-02-20,1340,"Collesalvetti, Italy",società aerea teseo,?,Florence - Pisa - Rome,Douglas C-47-DL,10.0,7.0,0,1948,douglas,Florence,Rome
1028,1948-02-21,1400,"Off St. Marcouf, France",latecoere airlines,?,?,Latecoere 631 (flying boat),14.0,14.0,0,1948,latecoere,?,?
1029,1948-02-23,?,"Davao, Philippines",commercial airways,?,?,Douglas DC-3,12.0,12.0,0,1948,douglas,?,?
1030,1948-02-25,0600,"Columbus, Ohio",bruning aviation,?,"Pittsburgh, PA - Columbus, OH",Douglas C-47A,2.0,2.0,0,1948,douglas,"Pittsburgh, PA","Columbus, OH"
1031,1948-02-27,?,"Near Belem, Brazil",military,?,Rio de Janeiro - Bele - Cayenne,Douglas C-47,26.0,23.0,0,1948,douglas,Rio de Janeiro,Cayenne
1032,1948-03-02,?,"Off Perpignan, France",société de transports aériens,?,Oran - Perpignan - Lyon,Junkers Ju-52/3m,4.0,4.0,0,1948,junkers,Oran,Lyon
1033,1948-03-02,2114,"Heathrow Airport, London, England",sabena,?,Brussels - London,Douglas DC-3,22.0,20.0,0,1948,douglas,Brussels,London
1034,1948-03-07,?,"Near Skalafell, Iceland",loftleidir icelandic airlines,?,Vestmannaeyjar - Reykjavik,Avro Anson,4.0,4.0,0,1948,avro,Vestmannaeyjar,Reykjavik
1035,1948-03-10,2258,"Chicago, Illinois",delta airlines,700,Chicago - Miami,Douglas DC-4,13.0,12.0,0,1948,douglas,Chicago,Miami
1036,1948-03-12,2114,"Mt. Sanford, Alaska",northwest orient airlines,4422,Anchorage - New York City,Douglas DC-4 (C-54G-1-DO),30.0,30.0,0,1948,douglas,Anchorage,New York City
1037,1948-03-13,?,"Sierra Cristais, Brazil",cruzeiro,?,?,Douglas DC-3,6.0,6.0,0,1948,douglas,?,?
1038,1948-03-15,?,"Villa Pinzon, Colombia",agencia interamericana de aviada,?,El Secreto - Bogota,Douglas DC-3 (C47-DL),14.0,14.0,0,1948,douglas,El Secreto,Bogota
1039,1948-03-27,0730,"Monte Cardo, Corsica, France",indian national airlines,?,Delhi - Rome - London,Vickers 604 Viking 1B,19.0,19.0,0,1948,vickers,Delhi,London
1040,1948-04-05,1430,"Near Berlin, Germany",british european airways,?,London - Berlin,Vickers Viking 1B & Soviet YAK-3 fighter,14.0,14.0,0,1948,vickers,London,Berlin
1041,1948-04-10,0833,"Kano, Nigeria",air france,?,Lagos - Kano - Algiers - Paris,Douglas DC-4,6.0,1.0,0,1948,douglas,Lagos,Paris
1042,1948-04-15,0235,"Shannon, Ireland",pan american world airways,1-10,Belgium - Shannon,Lockheed L-049-46 Constellation,31.0,30.0,0,1948,lockheed,Belgium,Shannon
1043,1948-04-18,0920,Territory of New Guinea,new guinea air traders,?,Lae - Bulolo,Lockheed Hudson IIIA,37.0,37.0,0,1948,lockheed,Lae,Bulolo
1044,1948-04-24,0930,Near Irkutsk Russia,aeroflot,?,Kirensk - Badaybo,Lisnov Li-2,29.0,28.0,0,1948,lisnov,Kirensk,Badaybo
1045,1948-05-13,1730,"Mount Coron, France",skyways of london,?,Croydon - Paris - Cannes,de Havilland Dove 1,4.0,4.0,0,1948,de,Croydon,Cannes
1046,1948-05-13,1100,"Near Magazini, Belgian Congo (Zaire)",sabena,?,Leopoldville - Libenga,Douglas DC-4-1009,32.0,31.0,0,1948,douglas,Leopoldville,Libenga
1047,1948-05-15,0720,"Vrede, South Africa",mercury aviation,?,Durban - Johannesburg - London,Douglas DC-3-455,13.0,13.0,0,1948,douglas,Durban,London
1048,1948-05-16,2042,"Columbus, Ohio",slick airways,?,"Newark, NJ - Chicago, IL",Curtiss C-46E,2.0,2.0,0,1948,curtiss,"Newark, NJ","Chicago, IL"
1049,1948-05-20,2330,"Near Bovingdon, England",air transport charter,?,Valence - Bovingdon,Douglas C-47A,4.0,3.0,0,1948,douglas,Valence,Bovingdon
1050,1948-05-22,1840,"Khabarovsk, Russia",aeroflot,?,Petropavlovsk-Kamchatsky - Magadan,Douglas C-47,9.0,8.0,0,1948,douglas,Petropavlovsk-Kamchatsky,Magadan
1051,1948-05-25,?,"Albacete, Spain",alpha airways,?,Albacete - Albacete,Handley Page Halifax C-8,4.0,4.0,1,1948,handley,Albacete,Albacete
1052,1948-06-10,2000,Isle of Man,hargreaves airways,?,"Birmingham, England - Isle of Man",de Havilland DH-89A Dragon Rapide,8.0,6.0,0,1948,de,"Birmingham, England",Isle of Man
1053,1948-06-17,1241,"Mount Carmel, Pennsylvania",united airlines,624,Chicago - New York City,Douglas DC-6,43.0,43.0,0,1948,douglas,Chicago,New York City
1054,1948-06-17,?,"Over the Pearl River, China",cathy pacific,?,Macau - Hong Kong,PBY Catalina,26.0,25.0,0,1948,pby,Macau,Hong Kong
1055,1948-06-26,?,"Maiquetia, Venezuela",linea aeropostal venezolana,?,?,Douglas DC-3,17.0,1.0,0,1948,douglas,?,?
1056,1948-07-01,1200,"Keerbergen, Belgium",avio linee italiane,?,Milano - Brussels,Fiat G.212CP,12.0,8.0,0,1948,fiat,Milano,Brussels
1057,1948-07-04,1600,"Northolt, Middlesex, England",scandinavian airlines (sas),?,Stockholm - Amsterdam - Northolt,Douglas DC-6 / RAF York,39.0,39.0,0,1948,douglas,Stockholm,Northolt
1058,1948-07-07,0950,"Djiring, French Indo-China",aigle azur,?,Saigon - Da Lat,Douglas DC-3,16.0,16.0,0,1948,douglas,Saigon,Da Lat
1059,1948-07-14,?,"Belem, Brazil",aerovias brasil,?,?,Douglas C-47A,5.0,5.0,0,1948,douglas,?,?
1060,1948-07-16,1800,Pacific Ocean between Hong Kong and Macao,cathay pacific airways,?,Macau - Hong Kong,Consolidated OA-10 Catalina,26.0,25.0,0,1948,consolidated,Macau,Hong Kong
1061,1948-07-24,1730,"Cap-des-Rosiers, Quebec, Canada",rimouski airlines,?,Port Meunier - Gaspé,Douglas DC-3,29.0,29.0,0,1948,douglas,Port Meunier,Gaspé
1062,1948-07-29,0915,"Buenos Aires, Argentina",alfa,343,Rosario - Bueno Aires,Short Sandringham 2 (flying boat),24.0,18.0,0,1948,short,Rosario,Bueno Aires
1063,1948-07-29,?,"Tsingtao, China",civil air transport,?,Qingdao - Jinan,Curtiss C-46D-20-CU,19.0,19.0,0,1948,curtiss,Qingdao,Jinan
1064,1948-08-01,0940,"Karachi, Pakistan",onzeair,?,Chaklala  Mauripur,Avro 691 Lancastrian (flying boat),4.0,4.0,0,1948,avro,?,?
1065,1948-08-01,2355,"1,200 miles off Dakar, Atlantic Ocean",air france,072,Fort-de-France - Port-Etienne - Paris,Latecoere 631 (flying boat),52.0,52.0,0,1948,latecoere,Fort-de-France,Paris
1066,1948-08-09,0845,"Port Underwood, New Zealand",new zealand national airways,?,Blenheim - Paraparaumu,Douglas C-47B,2.0,2.0,0,1948,douglas,Blenheim,Paraparaumu
1067,1948-08-20,?,"La Guaira, Venezuela",avensa,?,Maiquetía - Las Piedras - Maracaibo,Douglas C-47A,3.0,3.0,0,1948,douglas,Maiquetía,Maracaibo
1068,1948-08-29,1705,"Near Winona, Minnesota",northwest orient airlines,421,Chicago - Minneapolis,Martin 202,37.0,37.0,0,1948,martin,Chicago,Minneapolis
1069,1948-08-31,?,"Near Elizabethville, Belgium Congo",sabena,?,Manono - Elizabethville,Douglas DC-3 (Douglas C-47A-10-DK),13.0,13.0,0,1948,douglas,Manono,Elizabethville
1070,1948-09-02,2015,"Near Quirindi, Australia",australian national airways,331,Brisbane - Sidney,Douglas DC-3,13.0,13.0,0,1948,douglas,Brisbane,Sidney
1071,1948-09-30,1250,"Balkhash, Kazakhstan",aeroflot,060,Alma Ata - Balkhash - Karaganda - Moscow,Lisunov LI-2,15.0,15.0,0,1948,lisunov,Alma Ata,Moscow
1072,1948-10-02,1030,"Near Trondheim, Norway",norwegian airlines,?,Fornebu - Hommelvik,Short Sandringham 6 (flying boat),45.0,19.0,0,1948,short,Fornebu,Hommelvik
1073,1948-10-12,1300,"Near Yevlakh, Azerbaijan, USSR",aeroflot,?,Tashkent - Baku - Tbilisi - Sochi,Ilyushin Il12,10.0,10.0,0,1948,ilyushin,Tashkent,Sochi
1074,1948-10-21,0035,"Prestwick Airport, Scotland",klm royal dutch airlines,?,Amsterdam - Prestwick - New York City,Lockheed 049-46-25 Constellation,40.0,40.0,0,1948,lockheed,Amsterdam,New York City
1075,1948-10-23,1415,"Mt. Ruapehu, New Zealand",new zealand national airways,?,Palmerston - Hamilton,Lockheed 10A Electra,13.0,13.0,0,1948,lockheed,Palmerston,Hamilton
1076,1948-10-25,1400,"Georgian SSR, USSR",aerflot,?,Krasnodar - Karachayevsk - Sukhumi - Tbilisi,Lisunov Li-2,18.0,18.0,0,1948,lisunov,Krasnodar,Tbilisi
1077,1948-10-27,1650,"Near Edmonton, Alberta, Canada",northwest orient airlines,6427,Minneapolis - Edmonton - Anchorage - Tokyo,Douglas C-54A,5.0,2.0,0,1948,douglas,Minneapolis,Tokyo
1078,1948-11-03,1050,"Near Glossop, England",military,?,RAF Scrampton - Burtonwood AFB,Boeing B-29A Superfortress,13.0,13.0,0,1948,boeing,RAF Scrampton,Burtonwood AFB
1079,1948-11-04,0445,"Cape Spencer, Alaska",pacific alaska air freight,?,Anchorage - Homer - Yakutat - Annette Island - Seattle,Douglas DC-3,17.0,17.0,0,1948,douglas,Anchorage,Seattle
1080,1948-11-08,0740,"Mt. Macedon, Australia",australian national airways,?,Melbourne - Denilquin,Douglas DC-3,23.0,3.0,0,1948,douglas,Melbourne,Denilquin
1081,1948-11-11,1815,"Liverpool, England",mannin airways,?,"Isle of Man - Dublin, Ireland",de Havilland DH-89A Dragon Rapide,8.0,7.0,0,1948,de,Isle of Man,"Dublin, Ireland"
1082,1948-11-22,?,"Near Ryzhovo, Russia",aeroflot,?,Zyryanka - Srednekymsk,Lisunov Li-2,26.0,23.0,?,1948,lisunov,Zyryanka,Srednekymsk
1083,1948-11-26,1115,"Vehari, Pakistan",pakistan airways,?,Karachi - Lohore,Douglas DC-3,21.0,21.0,0,1948,douglas,Karachi,Lohore
1084,1948-12-05,?,"Kiangwan, China",central air transport,?,Chengdu - Shanghai,Curtiss C-46,40.0,9.0,0,1948,curtiss,Chengdu,Shanghai
1085,1948-12-06,1030,"Milan, Italy",avio linee italiane avio linee italiane,?,Milan - Brussels,Douglas C-47,7.0,7.0,0,1948,douglas,Milan,Brussels
1086,1948-12-12,?,"Taipei, Taiwan",china national aviation corporation,?,Shanghai - Taipei,Douglas DC-3,10.0,2.0,0,1948,douglas,Shanghai,Taipei
1087,1948-12-15,0600,"Near Bogata, Colombia",lansa,?,Bogota - Barranquilla,Douglas C-47,30.0,30.0,0,1948,douglas,Bogota,Barranquilla
1088,1948-12-21,1637,"Near Pilos, Greece",ceskoslovenske aerolinie,?,Rome - Athens,Douglas DC-3,24.0,24.0,0,1948,douglas,Rome,Athens
1089,1948-12-21,1400,"Basalt Island, Hong Kong",china national aviation corporation,?,Shanghai - Hong Konk,Douglas C-54B-5-DO,33.0,33.0,0,1948,douglas,Shanghai,Hong Konk
1090,1948-12-23,0930,"Near Madrid, Spain",iberia airlines,?,Madrid - Barcelona,Douglas DC-3 (C-47-DL),27.0,27.0,0,1948,douglas,Madrid,Barcelona
1091,1948-12-28,0413,"Off San Juan, Puerto Rico",airborne transport,?,San Juan - Miami,Douglas DC-3DST,32.0,32.0,0,1948,douglas,San Juan,Miami
1092,1948-12-31,1752,"Mt. Argentari, Italy",pan african air charter,?,Athens - Rome - Nice,Douglas DC-3,13.0,13.0,0,1948,douglas,Athens,Nice
1093,1949-01-02,22:05,"Seattle, Washington",seattle air charter,?,Seattle - New Haven,Douglas DC-3 (C-47A-DL),30.0,14.0,0,1949,douglas,Seattle,New Haven
1094,1949-01-05,?,"Caravelas Bay, Brazil",british south american airways,?,?,Avro 685 York 1,17.0,3.0,0,1949,avro,?,?
1095,1949-01-06,07:20,"Brandywine, Maryland",coastal cargo,?,"Raleigh, NC - Boston, MA",Douglas C-47A,2.0,2.0,0,1949,douglas,"Raleigh, NC","Boston, MA"
1096,1949-01-11,?,"Near Pelotas, Brazil",viacao aerea gaucha s.a.,?,Porto Alegre - Sao Borja,Lockheed 18 Lodestar,12.0,12.0,0,1949,lockheed,Porto Alegre,Sao Borja
1097,1949-01-15,?,"Ras-el-Tin, Egypt",pan african air charter,?,?,Douglas C-54 Skymaster,30.0,30.0,0,1949,douglas,?,?
1098,1949-01-16,?,"Near Srinagar, India",dalmia jain airways,?,?,Douglas DC-3,13.0,13.0,0,1949,douglas,?,?
1099,1949-01-17,c 13:40,"Atlantic Ocean, off Bermuda",british south american airways,?,Bermuda - Kingston,Avro 688 Tudor 4B,20.0,20.0,0,1949,avro,Bermuda,Kingston
1100,1949-01-17,09:50,"Near Succoth Glen, Lochgoilhead, Scotland",military,?,RAF Scampton - Keflavik - Kansas,Boeing B-29A Superfortress,20.0,20.0,0,1949,boeing,RAF Scampton,Kansas
1101,1949-01-20,20:05,"Homer, Alaska",alaska airlines,8,Homer - Anchorage,Douglas DC-3C,6.0,5.0,0,1949,douglas,Homer,Anchorage
1102,1949-01-30,16:22,"Port Washington, New York",pan american world airways,100,?,Lockheed L-749 / Cessna 140,35.0,2.0,0,1949,lockheed,?,?
1103,1949-02-02,16:00,"Trinity Bay, Newfoundland",saint lawrence airways,?,Trinity - Rimouski,Avro Anson,10.0,6.0,0,1949,avro,Trinity,Rimouski
